numClass,h,Feature,Graph Name,Model Args,Train Epoch,Test Acc,Val Acc,Train Acc,Train Loss,Validation Loss,Early Stopping,Graph ID,Split Config,Experiment ID,Clustering Coefficient
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100  --alpha 1 --beta 5",258,0.56798255443573,0.5788754224777222,0.638278067111969,1.1599129438400269,1.3010894060134888,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,9b0ff1d47411d8fece09ae433d774291,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40  --alpha 1 --beta 20",248,0.5307018756866455,0.5486971139907837,0.6007323265075684,1.2144919633865356,1.3534067869186401,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,64530b53c341e4033758bc57d160820a,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100  --alpha 1 --beta 20",361,0.5394737720489502,0.5747601985931396,0.6364465355873108,1.161359190940857,1.333134412765503,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,9aca7a91b27643b1514295e7da9d57a2,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 200  --alpha 1 --beta 5",425,0.583333432674408,0.5802472233772278,0.6565930247306824,1.0702831745147705,1.2769732475280762,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,e1fdd49b1dc61eeb7d410631f621aac5,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40  --alpha 1 --beta 5",244,0.5635966062545776,0.5884776711463928,0.6199630498886108,1.1312938928604126,1.2922307252883911,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,79f45932c671ff92a6004e66e6a689b6,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40  --alpha 1 --beta 10",244,0.5548246502876282,0.5775037407875061,0.6144685745239258,1.1516168117523193,1.3154184818267822,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,75a69db4e4c067e230d5899154238d34,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 200  --alpha 1 --beta 20",425,0.5570176839828491,0.554184079170227,0.6236260533332825,1.1362526416778564,1.33229660987854,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,d95b77b9fba8625d4b2de7ca0e9a7fd8,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 200  --alpha 1 --beta 10",386,0.5504387021064758,0.5706449747085571,0.6620875000953674,1.1004422903060913,1.3053014278411865,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,821ae30db8f963bee8f424f892b5e9d4,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100  --alpha 1 --beta 10",258,0.5635966062545776,0.5733885169029236,0.6236260533332825,1.181735873222351,1.3240505456924438,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,733c7d11130cd832cfff8ec52e6bce37,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100  --alpha 1 --beta 5",342,0.5614035725593567,0.539094865322113,0.638278067111969,1.1111884117126465,1.2745633125305176,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,4ef8d8d52efa14ee669b3589e2a2f809,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40  --alpha 1 --beta 20",158,0.4692983329296112,0.4924556612968445,0.5576921105384827,1.2809996604919434,1.3778492212295532,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,fadcbb3a5f70ba1a4098ade5e0089d9f,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100  --alpha 1 --beta 20",358,0.5438597798347473,0.5171470046043396,0.6007323265075684,1.1940441131591797,1.3089975118637085,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,d54594143df17bf586a731cb71913b4a,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 200  --alpha 1 --beta 5",465,0.5789474844932556,0.5912210941314697,0.6739922165870667,1.0486899614334106,1.2658954858779907,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,0a943e0db1b1475806eead297e91b99d,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40  --alpha 1 --beta 5",236,0.5701755285263062,0.5596709847450256,0.6391937732696533,1.1423460245132446,1.2946772575378418,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,e4642dbc8aa84fafe02acce0fcd8af1a,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40  --alpha 1 --beta 10",236,0.5635965466499329,0.545953631401062,0.6291205883026123,1.1669358015060425,1.3110144138336182,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,cac0682181f4fe7a9ead939350fc2658,0.48135057608791076
