numClass,h,Feature,Graph Name,Model Args,Train Epoch,Test Acc,Val Acc,Train Acc,Train Loss,Validation Loss,Early Stopping,Graph ID,Split Config,Experiment ID,Clustering Coefficient
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100",258,0.5701755285263062,0.5884776711463928,0.6492670178413391,1.1411858797073364,1.285514235496521,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,1e8684ee4916f9abd3d4707308037417,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40",244,0.5592105984687805,0.5912210941314697,0.6456040143966675,1.113315224647522,1.275386095046997,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,ec0bc8f2636d31898aa395f64bcfe947,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 200",425,0.583333432674408,0.5871058702468872,0.674907922744751,1.0445895195007324,1.2602295875549316,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,cbb9da64112ed47bc5ca25fb1d98959a,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100",341,0.5592105984687805,0.5500688552856445,0.6684977412223816,1.087132453918457,1.259204387664795,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,acb93a94852cc000f582ffa911653534,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40",260,0.5263158082962036,0.5349796414375305,0.6355308294296265,1.1160571575164795,1.2759077548980713,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,6bbd71f0c0bdcc29e4cf9a7f2afc4acc,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 200",465,0.5767545104026794,0.5829906463623047,0.6785709857940674,1.027469277381897,1.247377634048462,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,d7716e2e513061ef8cf5ab9c0479d4be,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100",259,0.5811404585838318,0.5788754224777222,0.6547614932060242,1.0963197946548462,1.3449490070343018,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,c4449749f54926e7c0aa04824276d54b,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40",212,0.521929919719696,0.5637862682342529,0.6520142555236816,1.127150058746338,1.3470933437347412,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,8a60988cf5c85cd475cd2f15fcedc91c,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 200",378,0.5767545104026794,0.5857341289520264,0.6794867515563965,1.027867078781128,1.3372734785079956,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,8698474bd1619be01e65d0bb43352779,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 100",292,0.5789474844932556,0.5816189050674438,0.6474355459213257,1.120991826057434,1.3013136386871338,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,d82a8681dcfc09d7127c4b999a12e655,0.48135057608791076
5,0.23,chameleon-unmodified,chameleon-n2277-h0.23-c5-unmodified-0.48p__0.2p,"--model gcn --hidden1 64 --early_stopping 40",199,0.5460527539253235,0.5473253726959229,0.6007323861122131,1.1687906980514526,1.3207118511199951,True,35295195aeb1b2db27b41a523783342d,0.48p__0.2p,8ac9094ceddec2b43ec2dd482cb07990,0.48135057608791076
