Feature,Model Args,Test Acc
chameleon-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 2,0.4083333879709244
chameleon-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 3,0.41359654664993284
chameleon-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 2,0.4100877672433853
chameleon-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 3,0.39407899379730227
chameleon-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 2,0.40394742488861085
chameleon-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 3,0.4078947901725769
chameleon-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 2,0.40197373032569883
chameleon-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 3,0.3914474219083786
cornell-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 2,0.8108107805252075
cornell-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 3,0.8162161827087402
cornell-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 2,0.8081080853939057
cornell-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 3,0.7999999642372131
cornell-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 2,0.8027026772499084
cornell-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 3,0.7864864706993103
cornell-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 2,0.802702659368515
cornell-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 3,0.7999999642372131
film-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 2,0.3594736844301224
film-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 3,0.3483552634716034
film-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 2,0.3589473694562912
film-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 3,0.34907894730567934
film-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 2,0.3581578940153122
film-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 3,0.3505263179540634
film-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 2,0.3594736874103546
film-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 3,0.3488157898187637
ind.citeseer-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 2,0.7000606596469879
ind.citeseer-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 3,0.40501547902822493
ind.citeseer-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 2,0.7066530823707581
ind.citeseer-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 3,0.6954582393169403
ind.citeseer-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 2,0.6989059925079346
ind.citeseer-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 3,0.6906388819217681
ind.citeseer-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 2,0.7031029343605042
ind.citeseer-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 3,0.6919737219810486
ind.cora-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 2,0.5939634591341019
ind.cora-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 3,0.5074443941935897
ind.cora-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 2,0.703420090675354
ind.cora-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 3,0.7142852663993835
ind.cora-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 2,0.662776255607605
ind.cora-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 3,0.6903416335582733
ind.cora-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 2,0.6853114485740661
ind.cora-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 3,0.7022128462791443
ind.pubmed-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 2,0.5703114666044712
ind.pubmed-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 3,0.8014231115579605
ind.pubmed-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 2,0.621503333747387
ind.pubmed-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 3,0.8768799245357514
ind.pubmed-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 2,0.6703371912240982
ind.pubmed-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 3,0.8771842122077942
ind.pubmed-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 2,0.8718088805675507
ind.pubmed-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 3,0.8767531216144562
squirrel-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 2,0.2853985697031021
squirrel-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 0.1 --norm_layers 3,0.28655131459236144
squirrel-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 2,0.2847261428833008
squirrel-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 0.1 --beta 1 --norm_layers 3,0.28693554997444154
squirrel-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 2,0.2836694657802582
squirrel-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 0.1 --norm_layers 3,0.28520644903182985
squirrel-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 2,0.28030731379985807
squirrel-unmodified,--model mlp_norm --learning_rate 0.01 --weight_decay 5e-4 --hidden1 64 --early_stopping 40 --alpha 1 --beta 1 --norm_layers 3,0.28683949410915377
