,dataset,lr,dropout,early_stopping,weight_decay,alpha,beta,gamma,norm_layers,orders,accuracy
302,wisconsin,0.01,0.9,200,1e-05,1.0,0.1,0.9,2,3,0.8333333333333333
303,wisconsin,0.01,0.9,200,0.0005,1.0,0.1,0.9,2,3,0.8372549019607842
304,wisconsin,0.001,0.5,40,0.0005,1.0,0.1,0.9,2,3,0.8372549019607842
305,wisconsin,0.01,0.5,200,1e-05,1.0,0.1,0.9,2,3,0.8392156862745097
306,wisconsin,0.05,0.1,200,0.0005,1.0,0.1,0.9,2,3,0.8431372549019607
307,wisconsin,0.05,0.5,200,0.0005,1.0,0.1,0.9,2,3,0.8431372549019607
308,wisconsin,0.05,0.1,40,0.0005,1.0,0.1,0.9,2,3,0.8450980392156862
309,wisconsin,0.01,0.5,40,0.0005,1.0,0.1,0.9,2,3,0.8450980392156862
310,wisconsin,0.001,0.1,40,0.0005,1.0,0.1,0.9,2,3,0.8450980392156863
311,wisconsin,0.001,0.5,200,0.0005,1.0,0.1,0.9,2,3,0.8450980392156863
312,wisconsin,0.01,0.1,40,0.0005,1.0,0.1,0.9,2,3,0.8470588235294116
313,wisconsin,0.01,0.5,200,0.0005,1.0,0.1,0.9,2,3,0.8470588235294116
314,wisconsin,0.01,0.1,200,1e-05,1.0,0.1,0.9,2,3,0.8490196078431372
315,wisconsin,0.01,0.1,200,0.0005,1.0,0.1,0.9,2,3,0.8509803921568626
316,wisconsin,0.05,0.5,40,1e-05,1.0,0.1,0.9,2,3,0.8509803921568627
317,wisconsin,0.001,0.1,200,0.0005,1.0,0.1,0.9,2,3,0.8509803921568627
318,wisconsin,0.05,0.1,40,1e-05,1.0,0.1,0.9,2,3,0.8529411764705882
319,wisconsin,0.05,0.1,200,1e-05,1.0,0.1,0.9,2,3,0.8549019607843136
320,wisconsin,0.05,0.9,200,1e-05,1.0,0.1,0.9,2,3,0.8607843137254901
321,wisconsin,0.05,0.5,200,1e-05,1.0,0.1,0.9,2,3,0.8627450980392158
