,dataset,lr,dropout,early_stopping,weight_decay,alpha,beta,gamma,delta,norm_func_id,norm_layers,orders_func_id,orders,accuracy,std
143,cora,0.01,0.8,40,5e-05,0.0,1000.0,0.8,0.9,2,3,2,5,0.8793,0.0123
144,cora,0.01,0.8,40,5e-05,0.0,1000.0,0.8,0.9,2,3,2,3,0.8795,0.0122
145,cora,0.01,0.8,40,1e-05,0.0,1000.0,0.8,0.9,2,2,2,5,0.8795,0.0131
146,cora,0.01,0.8,40,1e-05,0.0,1000.0,0.9,0.9,2,3,2,3,0.8795,0.0146
147,cora,0.01,0.8,40,0.0001,0.0,1000.0,0.9,0.9,2,3,2,5,0.8797,0.0118
148,cora,0.01,0.8,40,5e-05,0.0,1000.0,0.9,0.9,2,2,2,5,0.8797,0.0116
149,cora,0.01,0.8,100,0.0001,0.0,1000.0,0.8,0.9,2,1,2,5,0.8799,0.0133
150,cora,0.01,0.8,40,1e-05,0.0,1000.0,0.8,0.9,2,3,2,3,0.8799,0.0103
151,cora,0.01,0.8,40,0.0001,0.0,1000.0,0.9,0.9,2,3,2,4,0.8799,0.0137
152,cora,0.01,0.8,40,1e-05,0.0,1000.0,0.9,0.9,2,3,2,5,0.8799,0.0119
153,cora,0.01,0.8,40,0.0001,0.0,1000.0,0.9,0.9,2,3,2,3,0.8801,0.0121
154,cora,0.01,0.8,40,0.0001,0.0,1000.0,0.8,0.9,2,2,2,4,0.8803,0.0129
155,cora,0.01,0.8,40,1e-05,0.0,1000.0,0.9,0.9,2,3,2,4,0.8803,0.0119
156,cora,0.01,0.8,40,0.0001,0.0,1000.0,0.8,0.9,2,1,2,5,0.8805,0.012
157,cora,0.01,0.8,40,5e-05,0.0,1000.0,0.8,0.9,2,2,2,3,0.8805,0.0108
158,cora,0.01,0.8,40,1e-05,0.0,1000.0,0.8,0.9,2,2,2,4,0.8805,0.0143
159,cora,0.01,0.8,40,0.0001,0.0,1000.0,0.9,0.9,2,2,2,4,0.8805,0.0117
160,cora,0.01,0.8,40,5e-05,0.0,1000.0,0.8,0.9,2,2,2,5,0.8817,0.0122
161,cora,0.01,0.8,40,5e-05,0.0,1000.0,0.8,0.9,2,2,2,4,0.8827,0.0118
0,cora,0.01,0.8,40,5e-05,0.0,1000.0,0.8,1.0,2,2,2,4,0.8789,0.0123
0,cora,0.01,0.8,40,5e-05,0.0,100.0,0.8,0.9,2,2,2,4,0.8773,0.0135
1,cora,0.01,0.8,40,5e-05,0.0,10000.0,0.8,0.9,2,2,2,4,0.8797,0.0103
0,cora,0.01,0.8,40,5e-05,0.0,1200.0,0.8,0.9,2,2,2,4,0.8821,0.0118
1,cora,0.01,0.8,40,5e-05,0.0,1100.0,0.8,0.9,2,2,2,4,0.8823,0.0119
2,cora,0.01,0.8,40,5e-05,0.0,900.0,0.8,0.9,2,2,2,4,0.8825,0.0121
3,cora,0.01,0.8,40,5e-05,0.0,800.0,0.8,0.9,2,2,2,4,0.8833,0.0109
0,cora,0.01,0.8,40,5e-05,0.0,500.0,0.8,0.9,2,2,2,4,0.8809,0.0106
1,cora,0.01,0.8,40,5e-05,0.0,600.0,0.8,0.9,2,2,2,4,0.8815,0.0113
2,cora,0.01,0.8,40,5e-05,0.0,700.0,0.8,0.9,2,2,2,4,0.8825,0.0112
0,cora,0.01,0.8,40,5e-05,0.0,800.0,0.8,0.9,2,2,2,4,0.8833,0.0109
0,wisconsin,0.01,0.1,200,5e-05,0.0,1.0,0.1,0.8,2,2,2,3,0.751,0.0351
1,wisconsin,0.01,0.1,200,5e-05,0.0,1.0,0.1,0.9,2,2,2,3,0.8353,0.0364
2,wisconsin,0.01,0.1,200,5e-05,0.0,1.0,0.1,1.0,2,2,2,3,0.8529,0.0342
0,wisconsin,0.01,0.0,200,5e-05,0.0,1.0,0.1,0.8,2,2,2,3,0.7647,0.0291
1,wisconsin,0.01,0.0,200,5e-05,0.0,1.0,0.1,0.9,2,2,2,3,0.849,0.0362
2,wisconsin,0.01,0.0,200,5e-05,0.0,1.0,0.1,1.0,2,2,2,3,0.8686,0.0351
0,wisconsin,0.01,0.0,200,5e-05,0.0,1.0,0.3,0.9,2,2,2,3,0.8608,0.0406
1,wisconsin,0.01,0.0,200,5e-05,0.0,1.0,0.3,1.0,2,2,2,3,0.8706,0.033
0,cornell,0.01,0.0,200,5e-05,0.0,0.8,0.6,1.0,2,2,2,1,0.8459,0.0453
1,cornell,0.01,0.0,200,5e-05,0.0,1.1,0.7,1.0,2,2,2,1,0.8459,0.0469
2,cornell,0.01,0.0,200,5e-05,0.0,1.2,0.7,1.0,2,2,2,1,0.8459,0.0469
3,cornell,0.01,0.0,200,5e-05,0.0,0.8,0.7,1.0,2,2,2,1,0.8486,0.0471
4,cornell,0.01,0.0,200,5e-05,0.0,0.9,0.6,1.0,2,2,2,1,0.8486,0.0471
5,cornell,0.01,0.0,200,5e-05,0.0,0.9,0.7,1.0,2,2,2,1,0.8514,0.0487
6,cornell,0.01,0.0,200,5e-05,0.0,1.1,0.6,1.0,2,2,2,1,0.8514,0.0487
7,cornell,0.01,0.0,200,5e-05,0.0,1.2,0.6,1.0,2,2,2,1,0.8514,0.0487
0,cornell,0.01,0.0,200,5e-05,0.0,0.8,0.6,1.0,2,2,2,1,0.8459,0.0453
1,cornell,0.01,0.0,200,5e-05,0.0,1.1,0.7,1.0,2,2,2,1,0.8459,0.0469
2,cornell,0.01,0.0,200,5e-05,0.0,1.2,0.7,1.0,2,2,2,1,0.8459,0.0469
3,cornell,0.01,0.0,200,5e-05,0.0,0.8,0.7,1.0,2,2,2,1,0.8486,0.0471
4,cornell,0.01,0.0,200,5e-05,0.0,0.9,0.6,1.0,2,2,2,1,0.8486,0.0471
5,cornell,0.01,0.0,200,5e-05,0.0,0.9,0.7,1.0,2,2,2,1,0.8514,0.0487
6,cornell,0.01,0.0,200,5e-05,0.0,1.1,0.6,1.0,2,2,2,1,0.8514,0.0487
7,cornell,0.01,0.0,200,5e-05,0.0,1.2,0.6,1.0,2,2,2,1,0.8514,0.0487
0,cornell,0.01,0.0,200,5e-05,0.0,0.8,0.6,1.0,2,2,2,1,0.8459,0.0453
1,cornell,0.01,0.0,200,5e-05,0.0,1.1,0.7,1.0,2,2,2,1,0.8459,0.0469
2,cornell,0.01,0.0,200,5e-05,0.0,1.2,0.7,1.0,2,2,2,1,0.8459,0.0469
3,cornell,0.01,0.0,200,5e-05,0.0,0.8,0.7,1.0,2,2,2,1,0.8486,0.0471
4,cornell,0.01,0.0,200,5e-05,0.0,0.9,0.6,1.0,2,2,2,1,0.8486,0.0471
5,cornell,0.01,0.0,200,5e-05,0.0,0.9,0.7,1.0,2,2,2,1,0.8514,0.0487
6,cornell,0.01,0.0,200,5e-05,0.0,1.1,0.6,1.0,2,2,2,1,0.8514,0.0487
7,cornell,0.01,0.0,200,5e-05,0.0,1.2,0.6,1.0,2,2,2,1,0.8514,0.0487
0,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,3,0.8666,0.0038
1,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,5,0.8672,0.0032
2,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,5,0.8673,0.0035
3,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,5,0.8678,0.003
4,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,3,0.8681,0.002
5,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,3,0.8682,0.002
6,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,5,0.8683,0.0036
7,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,4,0.8683,0.0037
8,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,3,0.8684,0.0027
9,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,4,0.8684,0.003
10,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,3,0.8685,0.0034
11,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,4,0.8685,0.003
12,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,5,0.8685,0.0027
13,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,3,0.8687,0.0031
14,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,4,0.8687,0.0042
15,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,5,0.8687,0.0036
16,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,4,0.8687,0.0033
17,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,3,0.8687,0.0031
18,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,5,0.8688,0.0024
19,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,4,0.8688,0.0033
20,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.4,1.0,2,1,2,3,0.8689,0.0038
21,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,5,0.8689,0.0044
22,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,3,0.8692,0.003
23,pubmed,0.01,0.3,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,4,0.8694,0.0026
24,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,4,0.8695,0.0042
25,pubmed,0.01,0.4,200,1e-05,0.0,100.0,0.5,1.0,2,1,2,5,0.8695,0.0032
26,pubmed,0.01,0.2,200,1e-05,0.0,100.0,0.3,1.0,2,1,2,4,0.8697,0.0029
27,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,3,0.8713,0.0037
28,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,3,0.8713,0.0022
29,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,3,0.8716,0.0033
30,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,3,0.8722,0.0025
31,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,4,0.8725,0.0036
32,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,3,0.8729,0.0039
33,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,3,0.873,0.0036
34,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,4,0.8731,0.0028
35,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,3,0.8731,0.0039
36,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,5,0.8733,0.0033
37,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,4,0.8739,0.0029
38,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,4,0.8739,0.0033
39,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,4,0.874,0.0045
40,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,3,0.8741,0.0031
41,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,5,0.8747,0.004
42,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,4,0.8747,0.0033
43,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,5,0.8751,0.0041
44,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.3,1.0,2,1,2,5,0.8755,0.0033
45,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,5,0.8762,0.0025
46,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,3,0.8764,0.005
47,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,4,0.8765,0.0043
48,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,4,0.8769,0.0032
49,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.4,1.0,2,1,2,5,0.8772,0.005
50,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,4,0.878,0.0034
51,pubmed,0.01,0.2,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,5,0.8787,0.0039
52,pubmed,0.01,0.3,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,5,0.8795,0.0039
53,pubmed,0.01,0.4,200,1e-05,0.0,1000.0,0.5,1.0,2,1,2,5,0.8806,0.0046
54,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,3,0.8883,0.0038
55,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,5,0.8885,0.0036
56,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,5,0.889,0.0032
57,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,3,0.8893,0.0039
58,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,3,0.8894,0.0039
59,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,3,0.8894,0.004
60,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,3,0.8894,0.0036
61,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,5,0.8894,0.0037
62,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,3,0.8895,0.0037
63,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,3,0.8896,0.0037
64,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,4,0.8896,0.0037
65,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,5,0.8896,0.004
66,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,3,0.8897,0.0039
67,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,5,0.8898,0.0033
68,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,4,0.8899,0.0038
69,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,3,0.8899,0.0041
70,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,4,0.89,0.004
71,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,4,0.89,0.0038
72,pubmed,0.01,0.2,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,4,0.8901,0.004
73,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,5,0.8903,0.0038
74,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,5,0.8904,0.004
75,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,5,0.8904,0.0044
76,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.3,1.0,2,1,2,4,0.8904,0.0035
77,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,4,0.8906,0.0034
78,pubmed,0.01,0.3,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,4,0.8908,0.0041
79,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.4,1.0,2,1,2,5,0.8909,0.0034
80,pubmed,0.01,0.4,200,1e-05,0.0,10000.0,0.5,1.0,2,1,2,4,0.891,0.0024
0,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,5,0.88,0.0034
1,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,5,0.8801,0.0039
2,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,5,0.8806,0.0036
3,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,4,0.8807,0.0033
4,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,4,0.8813,0.0042
5,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,5,0.8818,0.0039
6,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,5,0.8818,0.0032
7,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,4,0.8821,0.004
8,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,5,0.8825,0.0041
9,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,3,0.8827,0.004
10,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,4,0.8832,0.004
11,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,3,0.8833,0.0041
12,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.4,1.0,2,1,2,3,0.8834,0.0034
13,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,4,0.8834,0.0034
14,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,5,0.8836,0.0041
15,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,4,0.8838,0.0032
16,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,5,0.8839,0.0043
17,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,3,0.8841,0.0037
18,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,5,0.8842,0.0044
19,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,5,0.8844,0.0042
20,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,5,0.8845,0.004
21,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,4,0.8845,0.0047
22,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,5,0.8846,0.003
23,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,3,0.8846,0.004
24,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,5,0.8847,0.0031
25,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,4,0.8849,0.0048
26,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,5,0.885,0.0044
27,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.5,1.0,2,1,2,3,0.885,0.004
28,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,5,0.8851,0.0035
29,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,5,0.8852,0.0027
30,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,4,0.8853,0.0032
31,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,4,0.8853,0.0038
32,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,5,0.8853,0.0043
33,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,5,0.8856,0.0031
34,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,4,0.886,0.0036
35,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,4,0.8862,0.0042
36,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,4,0.8862,0.0027
37,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,4,0.8864,0.0033
38,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,4,0.8864,0.0027
39,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,4,0.8864,0.0037
40,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,4,0.8864,0.0038
41,pubmed,0.01,0.4,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,3,0.8865,0.005
42,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,4,0.8865,0.0037
43,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,5,0.8866,0.0038
44,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,3,0.8866,0.0042
45,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,5,0.8867,0.0041
46,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,5,0.8869,0.0047
47,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,4,0.8869,0.0044
48,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,5,0.887,0.0041
49,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,4,0.887,0.004
50,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,3,0.887,0.004
51,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,5,0.8871,0.0041
52,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,3,0.8871,0.0032
53,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,3,0.8871,0.0039
54,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,3,0.8871,0.0051
55,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,5,0.8871,0.0044
56,pubmed,0.01,0.5,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,3,0.8871,0.0044
57,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,5,0.8872,0.0042
58,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,5,0.8872,0.0042
59,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,3,0.8872,0.0035
60,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,4,0.8872,0.0045
61,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.5,1.0,2,1,2,3,0.8873,0.0036
62,pubmed,0.01,0.6,200,0.0001,0.0,100000.0,0.6,1.0,2,1,2,3,0.8873,0.0038
63,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,4,0.8874,0.0043
64,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,5,0.8875,0.0044
65,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,3,0.8875,0.0037
66,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,4,0.8875,0.0046
67,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,4,0.8875,0.0045
68,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,5,0.8875,0.0041
69,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,5,0.8876,0.0042
70,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,3,0.8876,0.0035
71,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,4,0.8876,0.0035
72,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,4,0.8876,0.004
73,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,3,0.8877,0.0043
74,pubmed,0.01,0.5,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,3,0.8877,0.0036
75,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,3,0.8877,0.0036
76,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,5,0.8877,0.0042
77,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,3,0.8877,0.0036
78,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,5,0.8877,0.0046
79,pubmed,0.01,0.4,200,0.0001,0.0,50000.0,0.6,1.0,2,1,2,3,0.8878,0.0038
80,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,3,0.8878,0.004
81,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,5,0.8879,0.0047
82,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.4,1.0,2,1,2,5,0.8879,0.0044
83,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,5,0.888,0.0035
84,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,4,0.888,0.0037
85,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,4,0.888,0.0038
86,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,5,0.888,0.0042
87,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,4,0.888,0.004
88,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,4,0.888,0.0043
89,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,5,0.8881,0.0039
90,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,3,0.8881,0.0038
91,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,3,0.8881,0.004
92,pubmed,0.01,0.4,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,4,0.8881,0.0034
93,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,5,0.8881,0.0031
94,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,3,0.8881,0.0041
95,pubmed,0.01,0.5,200,1e-05,0.0,100000.0,0.5,1.0,2,1,2,3,0.8882,0.0046
96,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,5,0.8882,0.0045
97,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,4,0.8883,0.0041
98,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,3,0.8883,0.0041
99,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,5,0.8883,0.004
100,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,4,0.8883,0.0044
101,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,4,0.8884,0.0035
102,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,4,0.8884,0.003
103,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,5,0.8884,0.0041
