,dataset,lr,dropout,early_stopping,weight_decay,alpha,beta,gamma,norm_func_id,norm_layers,orders_func_id,orders,accuracy
0,chameleon,0.1,0.1,200,1e-06,1.0,10000.0,0.9,2,2,3,3,0.4515350877192983
1,chameleon,0.1,0.1,200,5e-05,1.0,10000.0,0.9,2,2,3,3,0.4530701754385964
2,chameleon,0.1,0.3,200,1e-06,1.0,10000.0,0.9,2,2,3,3,0.4616228070175438
3,chameleon,0.1,0.1,200,1e-07,1.0,10000.0,0.9,2,2,3,3,0.47631578947368425
4,chameleon,0.1,0.3,200,1e-07,1.0,10000.0,0.9,2,2,3,3,0.47719298245614034
5,chameleon,0.1,0.1,200,0.0,1.0,10000.0,0.9,2,2,3,3,0.4850877192982456
6,chameleon,0.1,0.5,200,1e-06,1.0,10000.0,0.9,2,2,3,3,0.48684210526315796
7,chameleon,0.1,0.5,200,1e-07,1.0,10000.0,0.9,2,2,3,3,0.488157894736842
8,chameleon,0.1,0.7,200,5e-05,1.0,10000.0,0.9,2,2,3,3,0.4901315789473684
9,chameleon,0.1,0.3,200,0.0001,1.0,10000.0,0.9,2,2,3,3,0.4905701754385965
10,chameleon,0.1,0.5,200,5e-05,1.0,10000.0,0.9,2,2,3,3,0.49100877192982456
11,chameleon,0.1,0.3,200,0.0,1.0,10000.0,0.9,2,2,3,3,0.4925438596491228
12,chameleon,0.1,0.3,200,5e-05,1.0,10000.0,0.9,2,2,3,3,0.49451754385964913
13,chameleon,0.1,0.7,200,1e-06,1.0,10000.0,0.9,2,2,3,3,0.4969298245614035
14,chameleon,0.1,0.7,200,0.0001,1.0,10000.0,0.9,2,2,3,3,0.49736842105263157
15,chameleon,0.1,0.5,200,0.0001,1.0,10000.0,0.9,2,2,3,3,0.49802631578947365
16,chameleon,0.1,0.1,200,0.0005,1.0,10000.0,0.9,2,2,3,3,0.5039473684210526
17,chameleon,0.1,0.1,200,0.0001,1.0,10000.0,0.9,2,2,3,3,0.5043859649122807
18,chameleon,0.1,0.5,200,0.0,1.0,10000.0,0.9,2,2,3,3,0.5081140350877192
19,chameleon,0.1,0.7,200,1e-07,1.0,10000.0,0.9,2,2,3,3,0.5164473684210528
20,chameleon,0.1,0.5,200,0.0005,1.0,10000.0,0.9,2,2,3,3,0.518859649122807
21,chameleon,0.1,0.7,200,0.0,1.0,10000.0,0.9,2,2,3,3,0.518859649122807
22,chameleon,0.1,0.3,200,0.0005,1.0,10000.0,0.9,2,2,3,3,0.5236842105263158
23,citeseer,0.1,0.1,200,5e-05,1.0,10000.0,0.5,2,2,3,3,0.6906584538547834
24,citeseer,0.1,0.3,200,1e-06,1.0,10000.0,0.5,2,2,3,3,0.6943606494049495
25,citeseer,0.1,0.1,200,1e-06,1.0,10000.0,0.5,2,2,3,3,0.694811161642613
26,citeseer,0.1,0.1,200,0.0001,1.0,10000.0,0.5,2,2,3,3,0.6962990025188573
27,citeseer,0.1,0.5,200,1e-06,1.0,10000.0,0.5,2,2,3,3,0.6970455605296871
28,citeseer,0.1,0.3,200,5e-05,1.0,10000.0,0.5,2,2,3,3,0.697421418675437
29,citeseer,0.1,0.3,200,0.0001,1.0,10000.0,0.5,2,2,3,3,0.7006262650525006
30,citeseer,0.1,0.1,200,0.0005,1.0,10000.0,0.5,2,2,3,3,0.7033305758664469
31,citeseer,0.1,0.5,200,0.0001,1.0,10000.0,0.5,2,2,3,3,0.7037899238215299
32,citeseer,0.1,0.1,200,1e-07,1.0,10000.0,0.5,2,2,3,3,0.7093018771496971
33,citeseer,0.1,0.1,200,0.0,1.0,10000.0,0.5,2,2,3,3,0.7118208486889412
34,citeseer,0.1,0.3,200,0.0,1.0,10000.0,0.5,2,2,3,3,0.7162758634123041
35,citeseer,0.1,0.3,200,0.0005,1.0,10000.0,0.5,2,2,3,3,0.7182668678009613
36,citeseer,0.1,0.3,200,1e-07,1.0,10000.0,0.5,2,2,3,3,0.7193373947653637
37,citeseer,0.1,0.5,200,0.0,1.0,10000.0,0.5,2,2,3,3,0.7226935334338795
38,citeseer,0.1,0.5,200,1e-07,1.0,10000.0,0.5,2,2,3,3,0.7234622636651986
39,citeseer,0.1,0.7,200,1e-06,1.0,10000.0,0.5,2,2,3,3,0.7238676574953835
40,citeseer,0.1,0.5,200,0.0005,1.0,10000.0,0.5,2,2,3,3,0.7252184343950316
41,citeseer,0.1,0.7,200,1e-07,1.0,10000.0,0.5,2,2,3,3,0.7253903361648402
