,dataset,lr,dropout,early_stopping,weight_decay,alpha,beta,gamma,norm_layers,orders,accuracy
292,squirrel,0.01,0.5,40,0.0005,1.0,10.0,0.1,2,3,0.260806916426513
293,squirrel,0.01,0.5,40,0.0005,0.5,10.0,0.1,2,3,0.26484149855907785
294,squirrel,0.01,0.5,40,0.0005,10.0,0.5,0.5,2,3,0.26580211335254555
295,squirrel,0.01,0.5,40,0.0005,10.0,10.0,0.5,2,3,0.2658021133525456
296,squirrel,0.01,0.5,40,0.0005,10.0,0.1,0.5,2,3,0.26637848222862637
297,squirrel,0.01,0.5,40,0.0005,10.0,1.0,0.5,2,3,0.2667627281460135
298,squirrel,0.01,0.5,40,0.0005,0.1,10.0,0.1,2,3,0.26714697406340054
299,squirrel,0.01,0.5,40,0.0005,0.5,10.0,0.5,2,3,0.2711815561959654
300,squirrel,0.01,0.5,40,0.0005,0.1,10.0,0.5,2,3,0.27127761767531217
301,squirrel,0.01,0.5,40,0.0005,1.0,10.0,0.5,2,3,0.27166186359269934
302,squirrel,0.01,0.5,40,0.0005,10.0,10.0,0.9,2,3,0.2717579250720461
303,squirrel,0.01,0.5,40,0.0005,1.0,1.0,0.1,2,3,0.27195004803073963
304,squirrel,0.01,0.5,40,0.0005,0.1,0.5,0.5,2,3,0.2721421709894332
305,squirrel,0.01,0.5,40,0.0005,0.1,0.1,0.5,2,3,0.27252641690682033
306,squirrel,0.01,0.5,40,0.0005,0.1,10.0,0.9,2,3,0.27252641690682033
307,squirrel,0.01,0.5,40,0.0005,1.0,1.0,0.5,2,3,0.27252641690682033
308,squirrel,0.01,0.5,40,0.0005,0.5,10.0,0.9,2,3,0.2727185398655139
309,squirrel,0.01,0.5,40,0.0005,0.5,1.0,0.5,2,3,0.2728146013448607
310,squirrel,0.01,0.5,40,0.0005,1.0,10.0,0.9,2,3,0.27281460134486074
311,squirrel,0.01,0.5,40,0.0005,10.0,0.1,0.9,2,3,0.27291066282420745
312,squirrel,0.01,0.5,40,0.0005,10.0,0.5,0.9,2,3,0.2729106628242075
313,squirrel,0.01,0.5,40,0.0005,1.0,0.5,0.5,2,3,0.27310278578290104
314,squirrel,0.01,0.5,40,0.0005,10.0,1.0,0.9,2,3,0.27310278578290104
315,squirrel,0.01,0.5,40,0.0005,0.1,1.0,0.5,2,3,0.27319884726224786
316,squirrel,0.01,0.5,40,0.0005,0.5,0.5,0.5,2,3,0.2732949087415947
317,squirrel,0.01,0.5,40,0.0005,1.0,0.5,0.1,2,3,0.27339097022094144
318,squirrel,0.01,0.5,40,0.0005,0.5,0.5,0.1,2,3,0.2734870317002882
319,squirrel,0.01,0.5,40,0.0005,1.0,0.1,0.5,2,3,0.2739673390970221
320,squirrel,0.01,0.5,40,0.0005,0.5,1.0,0.1,2,3,0.27396733909702214
321,squirrel,0.01,0.5,40,0.0005,0.5,0.1,0.5,2,3,0.27406340057636885
322,squirrel,0.01,0.5,40,0.0005,0.1,1.0,0.1,2,3,0.2743515850144092
323,squirrel,0.01,0.5,40,0.0005,1.0,0.5,0.9,2,3,0.27463976945244956
324,squirrel,0.01,0.5,40,0.0005,1.0,0.1,0.1,2,3,0.27483189241114314
325,squirrel,0.01,0.5,40,0.0005,0.1,1.0,0.9,2,3,0.2749279538904899
326,squirrel,0.01,0.5,40,0.0005,0.5,1.0,0.9,2,3,0.27512007684918344
327,squirrel,0.01,0.5,40,0.0005,0.1,0.1,0.9,2,3,0.2751200768491835
328,squirrel,0.01,0.5,40,0.0005,0.5,0.1,0.1,2,3,0.2752161383285302
329,squirrel,0.01,0.5,40,0.0005,0.5,0.5,0.9,2,3,0.27521613832853026
330,squirrel,0.01,0.5,40,0.0005,0.1,0.5,0.9,2,3,0.2753121998078771
331,squirrel,0.01,0.5,40,0.0005,1.0,0.1,0.9,2,3,0.2753121998078771
332,squirrel,0.01,0.5,40,0.0005,1.0,1.0,0.9,2,3,0.27540826128722384
333,squirrel,0.01,0.5,40,0.0005,0.5,0.1,0.9,2,3,0.27579250720461096
334,squirrel,0.01,0.5,40,0.0005,0.1,0.5,0.1,2,3,0.2759846301633045
335,squirrel,0.01,0.5,40,0.0005,0.1,0.1,0.1,2,3,0.2760806916426513
336,texas,0.01,0.5,40,0.0005,0.1,10.0,0.1,2,3,0.7108108108108109
337,texas,0.01,0.5,40,0.0005,0.5,10.0,0.1,2,3,0.7108108108108109
338,texas,0.01,0.5,40,0.0005,10.0,0.1,0.1,2,3,0.7108108108108109
339,texas,0.01,0.5,40,0.0005,10.0,0.5,0.1,2,3,0.7108108108108109
340,texas,0.01,0.5,40,0.0005,1.0,10.0,0.1,2,3,0.7135135135135136
341,texas,0.01,0.5,40,0.0005,10.0,1.0,0.1,2,3,0.7162162162162163
342,texas,0.01,0.5,40,0.0005,10.0,10.0,0.1,2,3,0.7405405405405404
343,texas,0.01,0.5,40,0.0005,0.1,10.0,0.5,2,3,0.7567567567567568
344,texas,0.01,0.5,40,0.0005,1.0,10.0,0.5,2,3,0.7648648648648649
345,texas,0.01,0.5,40,0.0005,0.5,10.0,0.5,2,3,0.7675675675675676
346,texas,0.01,0.5,40,0.0005,10.0,10.0,0.5,2,3,0.7756756756756756
347,texas,0.01,0.5,40,0.0005,0.1,0.1,0.1,2,3,0.7864864864864864
348,texas,0.01,0.5,40,0.0005,1.0,0.5,0.1,2,3,0.7864864864864864
349,texas,0.01,0.5,40,0.0005,1.0,1.0,0.1,2,3,0.7864864864864864
350,texas,0.01,0.5,40,0.0005,0.5,0.1,0.1,2,3,0.7891891891891891
351,texas,0.01,0.5,40,0.0005,0.5,0.5,0.1,2,3,0.7891891891891891
352,texas,0.01,0.5,40,0.0005,1.0,0.1,0.1,2,3,0.7891891891891891
353,texas,0.01,0.5,40,0.0005,1.0,1.0,0.9,2,3,0.7891891891891891
354,texas,0.01,0.5,40,0.0005,0.1,0.1,0.5,2,3,0.7918918918918918
355,texas,0.01,0.5,40,0.0005,0.1,0.5,0.1,2,3,0.7918918918918919
356,texas,0.01,0.5,40,0.0005,0.1,1.0,0.1,2,3,0.7918918918918919
357,texas,0.01,0.5,40,0.0005,0.1,1.0,0.5,2,3,0.7918918918918919
358,texas,0.01,0.5,40,0.0005,0.1,1.0,0.9,2,3,0.7918918918918919
359,texas,0.01,0.5,40,0.0005,0.5,0.1,0.5,2,3,0.7918918918918919
360,texas,0.01,0.5,40,0.0005,0.5,0.5,0.9,2,3,0.7918918918918919
361,texas,0.01,0.5,40,0.0005,0.5,1.0,0.5,2,3,0.7918918918918919
362,texas,0.01,0.5,40,0.0005,0.5,1.0,0.9,2,3,0.7918918918918919
363,texas,0.01,0.5,40,0.0005,1.0,0.5,0.5,2,3,0.7918918918918919
364,texas,0.01,0.5,40,0.0005,1.0,0.5,0.9,2,3,0.7918918918918919
365,texas,0.01,0.5,40,0.0005,1.0,1.0,0.5,2,3,0.7918918918918919
366,texas,0.01,0.5,40,0.0005,0.1,10.0,0.9,2,3,0.7945945945945946
367,texas,0.01,0.5,40,0.0005,0.5,0.1,0.9,2,3,0.7945945945945946
368,texas,0.01,0.5,40,0.0005,0.5,0.5,0.5,2,3,0.7945945945945946
369,texas,0.01,0.5,40,0.0005,0.5,10.0,0.9,2,3,0.7945945945945946
370,texas,0.01,0.5,40,0.0005,1.0,0.1,0.5,2,3,0.7945945945945946
371,texas,0.01,0.5,40,0.0005,1.0,0.1,0.9,2,3,0.7945945945945946
372,texas,0.01,0.5,40,0.0005,10.0,0.1,0.5,2,3,0.7945945945945946
373,texas,0.01,0.5,40,0.0005,10.0,0.1,0.9,2,3,0.7945945945945946
374,texas,0.01,0.5,40,0.0005,0.1,0.5,0.5,2,3,0.7972972972972971
375,texas,0.01,0.5,40,0.0005,0.1,0.5,0.9,2,3,0.7972972972972971
376,texas,0.01,0.5,40,0.0005,1.0,10.0,0.9,2,3,0.7972972972972971
377,texas,0.01,0.5,40,0.0005,10.0,0.5,0.9,2,3,0.7972972972972971
378,texas,0.01,0.5,40,0.0005,10.0,1.0,0.9,2,3,0.7972972972972971
379,texas,0.01,0.5,40,0.0005,10.0,10.0,0.9,2,3,0.7972972972972971
380,texas,0.01,0.5,40,0.0005,0.1,0.1,0.9,2,3,0.7972972972972974
381,texas,0.01,0.5,40,0.0005,0.5,1.0,0.1,2,3,0.7972972972972974
382,texas,0.01,0.5,40,0.0005,10.0,0.5,0.5,2,3,0.8
383,texas,0.01,0.5,40,0.0005,10.0,1.0,0.5,2,3,0.8027027027027026
384,wisconsin,0.01,0.5,40,0.0005,10.0,0.5,0.1,2,3,0.7411764705882352
385,wisconsin,0.01,0.5,40,0.0005,10.0,0.1,0.1,2,3,0.7450980392156862
386,wisconsin,0.01,0.5,40,0.0005,10.0,1.0,0.1,2,3,0.7450980392156862
387,wisconsin,0.01,0.5,40,0.0005,0.1,10.0,0.1,2,3,0.803921568627451
388,wisconsin,0.01,0.5,40,0.0005,0.5,10.0,0.1,2,3,0.8058823529411765
389,wisconsin,0.01,0.5,40,0.0005,1.0,10.0,0.1,2,3,0.8137254901960784
390,wisconsin,0.01,0.5,40,0.0005,10.0,10.0,0.1,2,3,0.8196078431372549
391,wisconsin,0.01,0.5,40,0.0005,0.1,10.0,0.5,2,3,0.8313725490196078
392,wisconsin,0.01,0.5,40,0.0005,0.5,1.0,0.1,2,3,0.8313725490196078
393,wisconsin,0.01,0.5,40,0.0005,0.5,10.0,0.5,2,3,0.8313725490196078
394,wisconsin,0.01,0.5,40,0.0005,1.0,0.5,0.1,2,3,0.8313725490196078
395,wisconsin,0.01,0.5,40,0.0005,1.0,10.0,0.5,2,3,0.8313725490196078
396,wisconsin,0.01,0.5,40,0.0005,0.5,0.5,0.1,2,3,0.8333333333333333
397,wisconsin,0.01,0.5,40,0.0005,10.0,0.1,0.5,2,3,0.8333333333333333
398,wisconsin,0.01,0.5,40,0.0005,10.0,0.5,0.5,2,3,0.8333333333333333
399,wisconsin,0.01,0.5,40,0.0005,10.0,1.0,0.5,2,3,0.8333333333333333
400,wisconsin,0.01,0.5,40,0.0005,10.0,10.0,0.5,2,3,0.8333333333333333
401,wisconsin,0.01,0.5,40,0.0005,0.1,1.0,0.1,2,3,0.8352941176470587
402,wisconsin,0.01,0.5,40,0.0005,1.0,0.1,0.1,2,3,0.8352941176470587
403,wisconsin,0.01,0.5,40,0.0005,1.0,1.0,0.1,2,3,0.8352941176470587
404,wisconsin,0.01,0.5,40,0.0005,0.1,0.5,0.1,2,3,0.8392156862745097
405,wisconsin,0.01,0.5,40,0.0005,0.1,0.5,0.5,2,3,0.8392156862745097
406,wisconsin,0.01,0.5,40,0.0005,0.5,0.1,0.1,2,3,0.8392156862745097
407,wisconsin,0.01,0.5,40,0.0005,0.5,0.1,0.5,2,3,0.8392156862745097
408,wisconsin,0.01,0.5,40,0.0005,1.0,0.1,0.5,2,3,0.8392156862745097
409,wisconsin,0.01,0.5,40,0.0005,0.1,0.1,0.1,2,3,0.8411764705882352
410,wisconsin,0.01,0.5,40,0.0005,0.1,0.1,0.9,2,3,0.8411764705882352
411,wisconsin,0.01,0.5,40,0.0005,0.1,0.5,0.9,2,3,0.8411764705882352
412,wisconsin,0.01,0.5,40,0.0005,0.1,10.0,0.9,2,3,0.8411764705882352
413,wisconsin,0.01,0.5,40,0.0005,0.5,0.1,0.9,2,3,0.8411764705882352
414,wisconsin,0.01,0.5,40,0.0005,0.5,10.0,0.9,2,3,0.8411764705882352
415,wisconsin,0.01,0.5,40,0.0005,1.0,0.5,0.5,2,3,0.8411764705882352
416,wisconsin,0.01,0.5,40,0.0005,1.0,1.0,0.5,2,3,0.8411764705882352
417,wisconsin,0.01,0.5,40,0.0005,1.0,10.0,0.9,2,3,0.8411764705882352
418,wisconsin,0.01,0.5,40,0.0005,10.0,10.0,0.9,2,3,0.8411764705882352
419,wisconsin,0.01,0.5,40,0.0005,0.1,0.1,0.5,2,3,0.8431372549019607
420,wisconsin,0.01,0.5,40,0.0005,0.1,1.0,0.5,2,3,0.8431372549019607
421,wisconsin,0.01,0.5,40,0.0005,0.1,1.0,0.9,2,3,0.8431372549019607
422,wisconsin,0.01,0.5,40,0.0005,0.5,0.5,0.5,2,3,0.8431372549019607
423,wisconsin,0.01,0.5,40,0.0005,0.5,1.0,0.5,2,3,0.8431372549019607
424,wisconsin,0.01,0.5,40,0.0005,0.5,0.5,0.9,2,3,0.8450980392156862
425,wisconsin,0.01,0.5,40,0.0005,10.0,0.1,0.9,2,3,0.8450980392156862
426,wisconsin,0.01,0.5,40,0.0005,10.0,0.5,0.9,2,3,0.8450980392156862
427,wisconsin,0.01,0.5,40,0.0005,10.0,1.0,0.9,2,3,0.8450980392156862
428,wisconsin,0.01,0.5,40,0.0005,0.5,1.0,0.9,2,3,0.8470588235294116
429,wisconsin,0.01,0.5,40,0.0005,1.0,0.5,0.9,2,3,0.8470588235294116
430,wisconsin,0.01,0.5,40,0.0005,1.0,1.0,0.9,2,3,0.8470588235294116
431,wisconsin,0.01,0.5,40,0.0005,1.0,0.1,0.9,2,3,0.8490196078431371
