,dataset,lr,epoch,hidden,dropout,weight_decay,alpha,beta,gamma,norm_layers,orders,high_train,high_valid,final_train,final_test
29,arxiv-year,0.05,500,256,0.3,0.001,1.0,10.0,0.9,2,2,42.51,41.52,42.43,41.73
30,arxiv-year,0.05,500,256,0.3,0.01,1.0,10.0,0.9,2,2,43.52,42.42,43.52,42.62
31,arxiv-year,0.05,500,256,0.3,0.1,1.0,10.0,0.9,2,2,43.17,40.87,43.17,41.30
32,arxiv-year,0.05,500,256,0.4,0.0,1.0,10.0,0.9,2,2,44.26,43.51,44.17,43.72
33,arxiv-year,0.05,500,256,0.4,1e-07,1.0,10.0,0.9,2,2,41.70,40.98,41.68,40.90
34,arxiv-year,0.05,500,256,0.4,1e-06,1.0,10.0,0.9,2,2,43.66,42.66,43.66,42.88
35,arxiv-year,0.05,500,256,0.4,1e-05,1.0,10.0,0.9,2,2,42.34,41.78,42.34,42.05
36,arxiv-year,0.05,500,256,0.4,0.0001,1.0,10.0,0.9,2,2,43.14,42.32,43.11,42.79
37,arxiv-year,0.05,500,256,0.4,0.001,1.0,10.0,0.9,2,2,42.19,41.38,42.19,41.64
38,arxiv-year,0.05,500,256,0.4,0.01,1.0,10.0,0.9,2,2,42.92,42.04,42.92,42.35
39,arxiv-year,0.05,500,256,0.4,0.1,1.0,10.0,0.9,2,2,43.00,42.25,43.00,42.19
40,arxiv-year,0.05,500,256,0.5,0.0,1.0,10.0,0.9,2,2,41.90,40.93,41.68,41.29
41,arxiv-year,0.05,500,256,0.5,1e-07,1.0,10.0,0.9,2,2,45.66,44.94,45.66,45.19
42,arxiv-year,0.05,500,256,0.5,1e-06,1.0,10.0,0.9,2,2,43.81,42.83,43.81,42.88
43,arxiv-year,0.05,500,256,0.5,1e-05,1.0,10.0,0.9,2,2,41.56,40.77,41.37,41.08
44,arxiv-year,0.05,500,256,0.5,0.0001,1.0,10.0,0.9,2,2,43.45,42.65,43.45,43.02
45,arxiv-year,0.05,500,256,0.5,0.001,1.0,10.0,0.9,2,2,43.69,43.05,43.69,43.19
46,arxiv-year,0.05,500,256,0.5,0.01,1.0,10.0,0.9,2,2,42.17,41.46,42.01,41.54
47,arxiv-year,0.05,500,256,0.5,0.1,1.0,10.0,0.9,2,2,43.04,42.23,43.04,42.51
48,arxiv-year,0.01,500,256,0.0,0.0,1.0,10.0,0.9,2,2,83.59,39.94,56.00,39.75
49,arxiv-year,0.01,500,256,0.0,1e-07,1.0,10.0,0.9,2,2,82.82,41.93,50.94,42.06
50,arxiv-year,0.01,500,256,0.0,1e-06,1.0,10.0,0.9,2,2,85.02,39.02,46.56,39.40
51,arxiv-year,0.01,500,256,0.0,1e-05,1.0,10.0,0.9,2,2,85.69,39.56,44.41,39.77
52,arxiv-year,0.01,500,256,0.0,0.0001,1.0,10.0,0.9,2,2,79.95,41.20,48.26,41.34
53,arxiv-year,0.01,500,256,0.0,0.001,1.0,10.0,0.9,2,2,85.75,41.11,50.22,41.16
54,arxiv-year,0.01,500,256,0.0,0.01,1.0,10.0,0.9,2,2,87.44,41.01,52.88,41.20
55,arxiv-year,0.01,500,256,0.0,0.1,1.0,10.0,0.9,2,2,85.39,39.68,50.22,39.65
56,arxiv-year,0.01,500,256,0.1,0.0,1.0,10.0,0.9,2,2,69.14,45.74,67.77,45.69
57,arxiv-year,0.01,500,256,0.1,1e-07,1.0,10.0,0.9,2,2,67.38,44.44,66.18,44.31
58,arxiv-year,0.01,500,256,0.1,1e-06,1.0,10.0,0.9,2,2,70.94,43.60,67.46,43.54
59,arxiv-year,0.01,500,256,0.1,1e-05,1.0,10.0,0.9,2,2,68.86,44.68,68.36,44.90
60,arxiv-year,0.01,500,256,0.1,0.0001,1.0,10.0,0.9,2,2,69.31,43.65,66.67,43.53
61,arxiv-year,0.01,500,256,0.1,0.001,1.0,10.0,0.9,2,2,70.83,43.62,69.68,43.24
62,arxiv-year,0.01,500,256,0.1,0.01,1.0,10.0,0.9,2,2,67.99,44.28,66.39,44.48
63,arxiv-year,0.01,500,256,0.1,0.1,1.0,10.0,0.9,2,2,71.97,44.38,70.45,44.27
64,arxiv-year,0.01,500,256,0.2,0.0,1.0,10.0,0.9,2,2,0,0,0,0
