,dataset,lr,epoch,hidden,dropout,weight_decay,alpha,beta,gamma,norm_layers,orders,high_train,high_valid,final_train,final_test
19,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.5,2,2,50.06,50.08,50.06,50.07
20,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.5,3,2,50.16,50.15,50.16,50.17
21,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.5,2,1,83.30,83.25,83.30,83.42
22,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.1,3,1,83.76,83.57,83.76,83.91
23,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.5,1,3,83.74,83.76,83.74,83.92
24,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.1,2,2,83.98,83.88,83.98,84.10
25,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.1,1,3,84.20,84.12,84.20,84.32
26,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.9,2,2,84.39,84.27,84.39,84.52
27,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.5,2,1,84.53,84.34,84.53,84.60
28,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.9,2,1,84.52,84.54,84.52,84.65
29,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.5,2,2,84.61,84.60,84.61,84.71
30,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.5,3,3,84.66,84.54,84.66,84.75
31,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.9,1,3,84.95,84.72,84.95,85.03
32,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.1,2,3,84.96,84.83,84.96,85.04
33,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.5,2,3,85.04,84.77,85.04,85.11
34,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.9,1,1,84.99,84.95,84.99,85.12
35,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.9,1,2,85.22,85.14,85.22,85.29
36,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,2,3,85.42,85.25,85.42,85.45
37,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.1,3,3,85.90,85.71,85.90,85.92
38,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,2,1,85.87,85.63,85.87,85.97
39,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,3,1,86.07,86.04,86.00,86.00
40,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.1,1,1,86.04,85.94,86.04,86.04
41,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,3,3,85.93,85.93,85.93,86.04
42,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,3,1,86.21,86.21,86.21,86.19
43,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,2,2,86.20,86.04,86.20,86.23
44,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.9,2,3,86.26,86.11,86.26,86.25
45,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,1,3,86.36,86.20,86.36,86.31
46,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,1,3,86.35,86.23,86.35,86.38
47,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,1,1,86.31,86.36,86.31,86.38
48,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,1,2,86.29,86.23,86.29,86.40
49,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,3,3,86.33,86.25,86.33,86.41
50,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.1,2,2,86.39,86.35,86.39,86.41
51,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,3,1,86.59,86.40,86.59,86.59
52,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,2,2,86.60,86.57,86.60,86.59
53,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,3,2,86.62,86.57,86.57,86.66
54,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.1,1,2,86.67,86.68,86.67,86.66
55,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,1,1,86.60,86.64,86.59,86.67
56,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,3,2,86.56,86.51,86.56,86.71
57,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,1,2,86.69,86.72,86.69,86.72
58,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.1,1,2,86.66,86.57,86.66,86.73
59,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,2,3,86.79,86.67,86.79,86.77
60,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,1,3,86.62,86.64,86.62,86.78
61,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,2,3,86.69,86.71,86.69,86.78
62,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,2,2,86.71,86.62,86.71,86.79
63,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,1,2,86.74,86.54,86.74,86.80
64,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,3,3,86.74,86.70,86.74,86.81
65,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.1,1,1,86.74,86.79,86.74,86.81
66,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,3,2,86.75,86.79,86.75,86.82
67,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,3,3,86.85,86.81,86.77,86.83
68,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.1,1,2,86.84,86.87,86.84,86.85
69,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,1,2,86.83,86.81,86.83,86.85
70,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,2,3,86.75,86.68,86.75,86.86
71,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,1,2,86.77,86.85,86.77,86.87
72,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,2,1,86.83,86.70,86.83,86.87
73,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,1,3,87.00,86.85,86.99,86.94
74,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,2,3,86.83,86.88,86.83,86.94
75,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,3,3,86.86,86.92,86.86,86.95
76,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,3,1,86.96,86.99,86.93,86.96
77,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,1,2,86.96,86.96,86.94,86.97
78,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,2,2,86.88,86.79,86.88,86.98
79,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,1,3,86.94,86.98,86.94,86.98
80,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,3,2,86.97,86.97,86.97,86.99
81,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,3,2,86.97,87.00,86.97,87.00
82,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,2,1,86.94,86.98,86.94,87.00
83,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,2,3,86.92,86.93,86.92,87.01
84,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,2,3,86.94,86.99,86.94,87.03
85,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,2,1,86.93,86.96,86.93,87.04
86,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,3,1,87.10,86.94,87.10,87.07
87,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,2,2,87.08,87.01,87.08,87.07
88,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,1,3,87.02,86.94,87.01,87.08
89,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.5,1,2,87.08,87.11,87.08,87.09
90,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,1,3,87.02,87.06,87.01,87.10
91,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,1,2,87.10,87.12,87.09,87.10
92,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,2,2,87.06,87.08,87.06,87.11
93,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,3,2,87.15,87.09,87.14,87.16
94,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,3,3,87.11,87.18,87.11,87.17
95,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,1,2,87.15,87.09,87.15,87.18
96,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.1,2,1,87.23,87.32,87.23,87.24
97,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,1,1,87.22,87.23,87.22,87.27
98,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,3,3,87.39,87.12,87.39,87.30
99,genius,0.05,500,256,0.0,0.0,1.0,0.1,0.5,1,1,87.30,87.19,87.30,87.34
100,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.5,1,1,87.35,87.24,87.35,87.36
101,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,2,2,87.39,87.33,87.39,87.36
102,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,3,1,87.24,87.27,87.24,87.37
103,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,2,2,87.37,87.35,87.37,87.43
104,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,2,1,87.47,87.42,87.47,87.44
105,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,3,2,87.34,87.23,87.34,87.45
106,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.1,1,3,87.56,87.45,87.55,87.48
107,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,2,1,87.50,87.53,87.50,87.48
108,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,2,1,87.61,87.66,87.61,87.59
109,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,3,3,87.68,87.57,87.68,87.61
110,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,1,3,87.67,87.67,87.67,87.62
111,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,1,2,87.52,87.53,87.52,87.64
112,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.5,1,3,87.56,87.51,87.56,87.65
113,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.1,3,3,87.69,87.64,87.69,87.70
114,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,3,2,87.66,87.62,87.66,87.71
115,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,2,1,87.73,87.77,87.73,87.72
116,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,1,1,87.77,87.85,87.76,87.76
117,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,1,1,87.80,87.84,87.80,87.78
118,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.1,1,3,87.79,87.73,87.79,87.79
119,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,3,2,87.73,87.76,87.72,87.80
120,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.1,3,1,87.94,88.02,87.94,87.88
121,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.1,2,2,87.86,87.83,87.84,87.89
122,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,2,1,87.93,87.94,87.93,87.93
123,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.9,1,1,87.92,87.90,87.92,87.94
124,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.5,3,1,87.98,88.04,87.98,87.99
125,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,1,3,88.07,87.97,88.07,88.00
126,genius,0.0001,500,256,0.0,0.0,1.0,0.1,0.5,2,3,88.05,87.90,88.05,88.01
127,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,3,3,88.12,88.00,88.12,88.06
128,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.1,1,1,88.21,88.26,88.21,88.21
129,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.5,2,3,88.33,88.17,88.33,88.22
130,genius,0.001,500,256,0.0,0.0,1.0,0.1,0.9,3,1,88.24,88.29,88.24,88.28
131,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,3,1,88.27,88.32,88.27,88.31
132,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.9,1,1,88.26,88.34,88.26,88.32
133,genius,0.005,500,256,0.0,0.0,1.0,0.1,0.9,1,1,88.29,88.34,88.29,88.33
134,genius,0.01,500,256,0.0,0.0,1.0,0.1,0.1,1,1,88.27,88.35,88.27,88.33
