,dataset,lr,epoch,hidden,dropout,weight_decay,alpha,beta,gamma,norm_layers,orders,high_train,high_valid,final_train,final_test
95,twitch-gamer,0.05,1000,256,0.5,0.001,1.0,1000.0,0.5,2,3,57.83,57.35,57.83,57.67
96,twitch-gamer,0.05,1000,256,0.5,0.001,1.0,1000.0,0.9,2,1,60.87,60.40,60.84,60.51
97,twitch-gamer,0.05,1000,256,0.5,0.001,1.0,1000.0,0.9,2,2,59.86,59.31,59.82,59.68
98,twitch-gamer,0.05,1000,256,0.5,0.001,1.0,1000.0,0.9,2,3,54.50,54.89,54.50,54.33
99,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.1,2,1,61.84,61.43,61.75,61.23
100,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.1,2,2,62.32,61.96,62.23,61.90
101,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.1,2,3,60.47,60.11,60.36,60.07
102,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.5,2,1,61.72,61.32,61.72,61.19
103,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.5,2,2,62.49,62.30,62.49,62.31
104,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.5,2,3,60.64,60.26,60.59,60.37
105,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.9,2,1,61.52,61.19,61.39,61.06
106,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.9,2,2,62.76,62.69,62.76,62.81
107,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,0.1,0.9,2,3,60.68,60.50,60.62,60.47
108,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.1,2,1,62.62,62.48,62.62,62.61
109,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.1,2,2,61.96,61.58,61.90,61.60
110,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.1,2,3,55.70,55.65,55.70,55.53
111,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.5,2,1,62.32,61.94,62.32,62.14
112,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.5,2,2,62.76,62.83,62.61,62.48
113,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.5,2,3,59.72,59.47,59.72,59.65
114,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.9,2,1,62.80,62.59,62.80,62.83
115,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.9,2,2,61.77,61.40,61.77,61.61
116,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,10.0,0.9,2,3,59.13,58.77,59.13,59.10
117,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.1,2,1,62.98,63.22,62.90,62.93
118,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.1,2,2,58.07,58.01,58.07,58.09
119,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.1,2,3,52.60,52.43,52.60,52.66
120,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.5,2,1,63.01,63.30,62.90,62.88
121,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.5,2,2,60.21,59.73,59.99,59.84
122,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.5,2,3,54.84,54.87,54.81,54.76
123,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.9,2,1,63.01,63.25,63.01,62.81
124,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.9,2,2,60.13,59.62,60.09,59.91
125,twitch-gamer,0.01,1000,256,0.5,0.001,1.0,1000.0,0.9,2,3,52.10,52.05,52.10,52.39
126,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.1,2,1,61.86,61.43,61.77,61.26
127,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.1,2,2,62.05,61.75,61.97,61.71
128,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.1,2,3,60.19,59.77,60.19,59.86
129,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.5,2,1,62.13,61.91,62.12,61.91
130,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.5,2,2,62.14,61.90,62.02,61.81
131,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.5,2,3,60.49,60.00,60.32,59.94
132,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.9,2,1,62.46,62.26,62.32,62.20
133,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.9,2,2,62.11,62.03,62.06,61.98
134,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,0.1,0.9,2,3,60.86,60.53,60.86,60.54
135,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.1,2,1,62.43,62.22,62.36,62.18
136,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.1,2,2,60.97,60.77,60.88,61.02
137,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.1,2,3,54.60,54.56,54.60,54.57
138,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.5,2,1,62.87,62.77,62.84,62.83
139,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.5,2,2,60.47,60.11,60.34,60.11
140,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.5,2,3,57.14,57.02,57.14,56.91
141,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.9,2,1,62.93,62.96,62.85,63.06
142,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.9,2,2,61.58,61.38,61.53,61.41
143,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,10.0,0.9,2,3,58.27,58.05,58.27,58.06
144,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.1,2,1,62.31,62.30,62.26,62.58
145,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.1,2,2,54.66,54.64,54.66,54.49
146,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.1,2,3,52.33,51.99,52.28,52.51
147,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.5,2,1,62.25,61.93,62.08,62.00
148,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.5,2,2,58.82,58.42,58.77,58.45
149,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.5,2,3,52.93,52.85,52.70,52.66
150,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.9,2,1,62.24,62.24,62.24,62.08
151,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.9,2,2,60.16,59.57,59.86,59.63
152,twitch-gamer,0.005,1000,256,0.5,0.001,1.0,1000.0,0.9,2,3,55.16,55.16,55.16,55.39
153,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.1,2,1,61.59,61.45,61.50,61.21
154,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.1,2,2,61.73,61.53,61.60,61.46
155,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.1,2,3,60.12,59.58,59.98,59.65
156,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.5,2,1,61.58,61.34,61.52,61.13
157,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.5,2,2,62.07,61.83,61.91,61.81
158,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.5,2,3,60.22,59.76,60.08,59.74
159,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.9,2,1,62.18,62.08,62.17,62.02
160,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.9,2,2,62.54,62.59,62.46,62.50
161,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,0.1,0.9,2,3,58.67,58.32,58.51,58.23
162,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.1,2,1,62.11,61.87,62.11,61.92
163,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.1,2,2,59.98,60.34,59.98,59.95
164,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.1,2,3,51.89,51.78,51.89,52.07
165,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.5,2,1,62.38,62.22,62.37,62.34
166,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.5,2,2,60.96,60.75,60.82,60.56
167,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.5,2,3,59.09,58.96,59.09,58.71
168,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.9,2,1,62.04,62.10,62.04,61.98
169,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.9,2,2,59.36,58.68,59.06,58.82
170,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,10.0,0.9,2,3,59.11,58.79,59.06,58.94
171,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.1,2,1,61.88,61.73,61.82,61.74
172,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.1,2,2,52.56,52.35,52.51,52.49
173,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.1,2,3,53.61,53.67,53.59,53.45
174,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.5,2,1,61.15,60.72,60.86,60.76
175,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.5,2,2,54.98,54.71,54.98,55.30
176,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.5,2,3,57.01,56.92,56.93,56.65
177,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.9,2,1,58.13,58.02,58.13,57.99
178,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.9,2,2,59.93,60.19,59.93,59.99
179,twitch-gamer,0.001,1000,256,0.5,0.001,1.0,1000.0,0.9,2,3,57.95,57.74,57.95,57.82
180,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.1,2,1,50.79,50.71,50.79,50.66
181,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.1,2,2,50.79,50.71,50.79,50.66
182,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.1,2,3,61.33,61.29,61.30,61.30
183,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.5,2,1,51.03,51.17,51.03,50.92
184,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.5,2,2,51.13,51.27,51.13,51.20
185,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.5,2,3,50.91,50.81,50.91,50.79
186,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.9,2,1,58.77,58.64,58.77,58.72
187,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.9,2,2,50.79,50.97,50.79,50.75
188,pokec,0.05,1000,256,0.5,0.001,1.0,0.1,0.9,2,3,51.41,51.58,51.41,51.44
189,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.1,2,1,61.70,61.65,61.68,61.58
190,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.1,2,2,51.49,51.60,51.49,51.49
191,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.1,2,3,68.38,68.20,68.38,68.26
192,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.5,2,1,50.79,50.71,50.79,50.67
193,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.5,2,2,68.84,68.72,68.84,68.78
194,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.5,2,3,70.85,70.97,70.85,70.92
195,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.9,2,1,51.07,51.29,51.07,51.05
196,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.9,2,2,71.55,71.61,71.55,71.65
197,pokec,0.05,1000,256,0.5,0.001,1.0,10.0,0.9,2,3,63.34,63.22,63.34,63.36
198,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.1,2,1,50.79,50.74,50.70,50.70
199,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.1,2,2,53.44,53.45,53.44,53.29
200,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.1,2,3,52.48,52.53,52.47,52.44
201,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.5,2,1,51.29,51.48,51.29,51.36
202,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.5,2,2,71.88,71.88,71.81,71.78
203,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.5,2,3,53.24,53.30,53.24,53.16
204,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.9,2,1,74.58,74.64,74.54,74.68
205,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.9,2,2,52.07,52.24,52.06,52.10
206,pokec,0.05,1000,256,0.5,0.001,1.0,1000.0,0.9,2,3,55.84,55.97,55.84,55.86
207,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.1,2,1,62.76,62.59,62.75,62.39
208,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.1,2,2,62.70,62.54,62.65,62.37
209,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.1,2,3,63.24,63.05,63.24,63.02
210,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.5,2,1,62.22,62.18,62.20,62.06
211,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.5,2,2,62.46,62.36,62.46,62.24
212,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.5,2,3,62.48,62.38,62.44,62.18
213,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.9,2,1,61.09,61.01,61.07,61.01
214,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.9,2,2,62.65,62.57,62.63,62.53
215,pokec,0.01,1000,256,0.5,0.001,1.0,0.1,0.9,2,3,70.76,70.63,70.76,70.74
216,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.1,2,1,62.54,62.37,62.51,62.21
217,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.1,2,2,63.79,63.68,63.79,63.63
218,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.1,2,3,67.48,67.51,67.48,67.53
219,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.5,2,1,62.49,62.37,62.49,62.31
220,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.5,2,2,68.16,68.12,68.16,68.14
221,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.5,2,3,76.33,76.32,76.33,76.47
222,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.9,2,1,65.43,65.32,65.43,65.38
223,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.9,2,2,75.31,75.29,75.31,75.45
224,pokec,0.01,1000,256,0.5,0.001,1.0,10.0,0.9,2,3,72.28,72.19,72.24,72.21
225,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.1,2,1,75.56,75.56,75.56,75.55
226,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.1,2,2,74.94,74.90,74.89,74.97
227,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.1,2,3,73.67,73.73,73.63,73.71
228,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.5,2,1,75.74,75.75,75.74,75.82
229,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.5,2,2,76.05,76.09,76.05,76.12
230,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.5,2,3,62.20,62.17,62.20,62.14
231,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.9,2,1,76.55,76.54,76.51,76.56
232,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.9,2,2,76.32,76.30,76.32,76.43
233,pokec,0.01,1000,256,0.5,0.001,1.0,1000.0,0.9,2,3,68.67,68.72,68.67,68.69
234,pokec,0.005,1000,256,0.5,0.001,1.0,0.1,0.1,2,1,63.12,62.77,63.06,62.60
235,pokec,0.005,1000,256,0.5,0.001,1.0,0.1,0.1,2,2,63.01,62.75,62.95,62.54
236,pokec,0.005,1000,256,0.5,0.001,1.0,0.1,0.1,2,3,63.03,62.71,63.00,62.53
237,pokec,0.005,1000,256,0.5,0.001,1.0,0.1,0.5,2,1,62.88,62.65,62.88,62.49
238,pokec,0.005,1000,256,0.5,0.001,1.0,0.1,0.5,2,2,62.95,62.74,62.92,62.58
239,pokec,0.005,1000,256,0.5,0.001,1.0,0.1,0.5,2,3,62.94,62.72,62.88,62.50
240,pokec,0.005,1000,256,0.5,0.001,1.0,0.1,0.9,2,1,0,0,0,0
