mlpnorm,87.213 ± nan,87.269 ± nan
mlpnorm,88.540 ± nan,88.553 ± nan
mlpnorm,87.236 ± nan,87.279 ± nan
mlpnorm,87.186 ± nan,87.191 ± nan
mlpnorm,86.537 ± nan,86.536 ± nan
mlpnorm,86.805 ± nan,86.907 ± nan
mlpnorm,87.112 ± nan,87.118 ± nan
mlpnorm,88.210 ± nan,88.238 ± nan
mlpnorm,87.311 ± nan,87.294 ± nan
mlpnorm,87.075 ± nan,87.097 ± nan
mlpnorm,88.512 ± nan,88.522 ± nan
mlpnorm,87.048 ± nan,87.035 ± nan
mlpnorm,87.834 ± nan,87.900 ± nan
mlpnorm,88.363 ± nan,88.393 ± nan
mlpnorm,87.888 ± nan,88.087 ± nan
mlpnorm,87.716 ± nan,87.775 ± nan
mlpnorm,87.597 ± nan,87.476 ± nan
mlpnorm,85.478 ± nan,85.705 ± nan
mlpnorm,85.616 ± nan,85.765 ± nan
mlpnorm,87.011 ± nan,87.125 ± nan
mlpnorm,86.576 ± nan,86.650 ± nan
mlpnorm,86.542 ± nan,86.538 ± nan
mlpnorm,85.465 ± nan,85.532 ± nan
mlpnorm,87.276 ± nan,87.323 ± nan
mlpnorm,87.172 ± nan,87.176 ± nan
mlpnorm,87.816 ± nan,87.817 ± nan
mlpnorm,87.090 ± nan,87.261 ± nan
mlpnorm,86.867 ± nan,86.939 ± nan
mlpnorm,87.264 ± nan,87.270 ± nan
mlpnorm,87.171 ± nan,87.341 ± nan
mlpnorm,86.856 ± nan,86.882 ± nan
mlpnorm,88.368 ± nan,88.396 ± nan
mlpnorm,87.741 ± nan,87.800 ± nan
mlpnorm,87.916 ± nan,87.949 ± nan
mlpnorm,88.375 ± nan,88.328 ± nan
mlpnorm,86.937 ± nan,87.082 ± nan
mlpnorm,87.871 ± nan,88.104 ± nan
mlpnorm,87.316 ± nan,87.334 ± nan
mlpnorm,87.572 ± nan,87.580 ± nan
mlpnorm,88.081 ± nan,88.214 ± nan
mlpnorm,88.471 ± nan,88.537 ± nan
mlpnorm,87.729 ± nan,87.780 ± nan
mlpnorm,87.726 ± nan,87.971 ± nan
mlpnorm,87.767 ± nan,87.672 ± nan
mlpnorm,87.706 ± nan,87.838 ± nan
mlpnorm,87.837 ± nan,87.859 ± nan
mlpnorm,87.952, 0.320,87.993, 0.400
mlpnorm,87.972, nan,88.003, nan
mlpnorm,87.218, nan,87.213, nan
mlpnorm,87.190, nan,87.165, nan
mlpnorm,85.978, nan,86.210, nan
mlpnorm,86.698, nan,86.736, nan
mlpnorm,86.717, nan,86.776, nan
mlpnorm,87.751, nan,87.716, nan
mlpnorm,85.942, nan,86.006, nan
mlpnorm,86.646, nan,86.757, nan
mlpnorm,88.308, nan,88.258, nan
mlpnorm,86.561, nan,86.762, nan
mlpnorm,88.305, nan,88.323, nan
mlpnorm,87.272, nan,87.314, nan
mlpnorm,86.518, nan,86.633, nan
mlpnorm,85.646, nan,85.889, nan
mlpnorm,87.133, nan,87.255, nan
mlpnorm,86.662, nan,86.884, nan
mlpnorm,87.129, nan,87.125, nan
mlpnorm,87.277, nan,87.268, nan
mlpnorm,87.200, nan,87.254, nan
mlpnorm,87.984, nan,88.034, nan
mlpnorm,88.348, nan,88.309, nan
mlpnorm,86.454, nan,86.643, nan
mlpnorm,87.691, nan,87.697, nan
mlpnorm,88.525, nan,88.532, nan
mlpnorm,86.593, nan,86.681, nan
mlpnorm,86.697, nan,86.759, nan
mlpnorm,88.088, nan,88.065, nan
mlpnorm,86.975, nan,87.225, nan
mlpnorm,87.350, nan,87.309, nan
mlpnorm,87.279, nan,87.341, nan
mlpnorm,86.845, nan,86.884, nan
mlpnorm,86.744, nan,86.994, nan
mlpnorm,85.999, nan,86.082, nan
mlpnorm,87.324, nan,87.514, nan
mlpnorm,85.480, nan,85.707, nan
mlpnorm,88.504, nan,88.473, nan
mlpnorm,87.264, nan,87.292, nan
mlpnorm,88.214, nan,88.248, nan
mlpnorm,88.166, nan,88.141, nan
mlpnorm,87.079, nan,87.080, nan
mlpnorm,87.216, nan,87.356, nan
mlpnorm,87.518, nan,87.492, nan
mlpnorm,86.577, nan,86.723, nan
mlpnorm,86.285, nan,86.476, nan
mlpnorm,88.338, nan,88.301, nan
mlpnorm,86.364, nan,86.500, nan
mlpnorm,86.977, nan,87.055, nan
mlpnorm,86.872, nan,86.837, nan
mlpnorm,87.424, nan,87.550, nan
mlpnorm,87.244, nan,87.310, nan
mlpnorm,88.623, nan,88.609, nan
mlpnorm,87.609, nan,87.680, nan
mlpnorm,87.912, nan,88.155, nan
mlpnorm,88.462, nan,88.438, nan
mlpnorm,87.068, nan,87.096, nan
mlpnorm,87.366, nan,87.467, nan
mlpnorm,85.890, nan,86.157, nan
mlpnorm,85.923, nan,86.147, nan
mlpnorm,86.702, nan,86.638, nan
mlpnorm,86.745, nan,86.791, nan
mlpnorm,86.597, nan,86.715, nan
mlpnorm,86.854, nan,86.883, nan
mlpnorm,88.405, nan,88.351, nan
mlpnorm,86.935, nan,86.955, nan
mlpnorm,87.729, nan,87.819, nan
mlpnorm,88.510, nan,88.520, nan
mlpnorm,87.554, nan,87.800, nan
mlpnorm,86.112, nan,86.321, nan
mlpnorm,88.332, nan,88.301, nan
mlpnorm,88.012, nan,88.250, nan
mlpnorm,86.607, nan,86.678, nan
mlpnorm,88.058, nan,87.995, nan
mlpnorm,87.758, nan,87.760, nan
mlpnorm,87.732, nan,87.836, nan
mlpnorm,88.011, nan,88.026, nan
mlpnorm,87.497, nan,87.522, nan
mlpnorm,87.096, nan,87.329, nan
mlpnorm,87.325, nan,87.493, nan
mlpnorm,87.301, nan,87.273, nan
mlpnorm,87.547, nan,87.613, nan
mlpnorm,87.349, nan,87.470, nan
mlpnorm,86.965, nan,86.968, nan
mlpnorm,86.979, nan,87.034, nan
mlpnorm,85.144, nan,85.300, nan
mlpnorm,86.989, nan,87.024, nan
mlpnorm,85.669, nan,85.596, nan
mlpnorm,50.000, nan,50.000, nan
mlpnorm,85.083, nan,85.157, nan
mlpnorm,50.000, nan,50.000, nan
mlpnorm,87.078, nan,87.313, nan
mlpnorm,86.801, nan,86.935, nan
mlpnorm,85.898, nan,86.200, nan
mlpnorm,88.171, nan,88.153, nan
mlpnorm,85.988, nan,86.093, nan
mlpnorm,86.059, nan,86.178, nan
mlpnorm,85.529, nan,85.796, nan
mlpnorm,84.955, nan,85.163, nan
mlpnorm,86.157, nan,86.282, nan
mlpnorm,87.915, nan,87.864, nan
mlpnorm,87.164, nan,87.206, nan
mlpnorm,87.156, nan,87.114, nan
mlpnorm,88.451, nan,88.414, nan
mlpnorm,86.561, nan,86.589, nan
mlpnorm,86.157, nan,86.200, nan
mlpnorm,88.046, nan,87.997, nan
mlpnorm,86.226, nan,86.400, nan
mlpnorm,86.479, nan,86.511, nan
mlpnorm,87.585, nan,87.589, nan
mlpnorm,87.167, nan,87.161, nan
mlpnorm,86.152, nan,86.290, nan
mlpnorm,88.325, nan,88.292, nan
mlpnorm,87.525, nan,87.549, nan
mlpnorm,85.511, nan,85.778, nan
mlpnorm,87.967, nan,87.996, nan
mlpnorm,86.112, nan,86.285, nan
mlpnorm,86.557, nan,86.551, nan
mlpnorm,88.362, nan,88.321, nan
mlpnorm,86.127, nan,86.284, nan
mlpnorm,86.675, nan,86.812, nan
mlpnorm,85.903, nan,86.125, nan
mlpnorm,86.900, nan,87.003, nan
mlpnorm,86.282, nan,86.433, nan
mlpnorm,88.211, nan,88.207, nan
mlpnorm,86.529, nan,86.637, nan
mlpnorm,88.273, nan,88.262, nan
mlpnorm,88.503, nan,88.525, nan
mlpnorm,87.410, nan,87.411, nan
mlpnorm,88.023, nan,88.099, nan
mlpnorm,87.979, nan,88.023, nan
mlpnorm,87.462, nan,87.402, nan
mlpnorm,87.275, nan,87.213, nan
mlpnorm,88.476, nan,88.529, nan
mlpnorm,86.866, nan,86.968, nan
mlpnorm,86.062, nan,86.295, nan
mlpnorm,86.584, nan,86.621, nan
mlpnorm,86.723, nan,86.822, nan
mlpnorm,86.760, nan,86.891, nan
mlpnorm,86.596, nan,86.512, nan
mlpnorm,87.222, nan,87.284, nan
mlpnorm,86.399, nan,86.361, nan
mlpnorm,87.273, nan,87.336, nan
mlpnorm,86.394, nan,86.585, nan
mlpnorm,86.881, nan,86.914, nan
mlpnorm,88.498, nan,88.490, nan
mlpnorm,86.255, nan,86.355, nan
mlpnorm,87.496, nan,87.543, nan
mlpnorm,88.342, nan,88.287, nan
mlpnorm,87.548, nan,87.607, nan
mlpnorm,86.870, nan,86.832, nan
mlpnorm,87.686, nan,87.760, nan
mlpnorm,85.940, nan,86.067, nan
mlpnorm,87.977, nan,88.090, nan
mlpnorm,88.478, nan,88.458, nan
mlpnorm,86.924, nan,86.975, nan
mlpnorm,87.198, nan,87.316, nan
mlpnorm,88.270, nan,88.302, nan
mlpnorm,87.561, nan,87.576, nan
mlpnorm,86.904, nan,86.889, nan
mlpnorm,88.137, nan,88.140, nan
mlpnorm,86.669, nan,86.898, nan
mlpnorm,86.853, nan,86.947, nan
mlpnorm,88.477, nan,88.440, nan
mlpnorm,86.529, nan,86.656, nan
mlpnorm,87.505, nan,87.545, nan
mlpnorm,87.883, nan,87.845, nan
mlpnorm,87.075, nan,87.068, nan
mlpnorm,86.447, nan,86.671, nan
mlpnorm,88.379, nan,88.318, nan
mlpnorm,86.569, nan,86.893, nan
mlpnorm,84.765, nan,84.921, nan
mlpnorm,88.234, nan,88.213, nan
mlpnorm,86.466, nan,86.581, nan
mlpnorm,88.602, nan,88.542, nan
mlpnorm,88.133, nan,88.078, nan
mlpnorm,86.986, nan,86.975, nan
mlpnorm,86.821, nan,86.859, nan
mlpnorm,87.964, nan,87.921, nan
mlpnorm,86.589, nan,86.631, nan
mlpnorm,86.316, nan,86.432, nan
mlpnorm,87.440, nan,87.666, nan
mlpnorm,87.228, nan,87.293, nan
mlpnorm,87.335, nan,87.459, nan
mlpnorm,87.628, nan,87.842, nan
mlpnorm,87.444, nan,87.593, nan
mlpnorm,86.934, nan,86.949, nan
mlpnorm,88.613, nan,88.629, nan
mlpnorm,87.587, nan,87.640, nan
mlpnorm,87.282, nan,87.410, nan
mlpnorm,88.340, nan,88.338, nan
mlpnorm,86.960, nan,87.015, nan
mlpnorm,88.127, nan,88.154, nan
mlpnorm,86.999, nan,87.004, nan
mlpnorm,86.741, nan,86.951, nan
mlpnorm,86.420, nan,86.665, nan
mlpnorm,87.470, nan,87.392, nan
mlpnorm,86.500, nan,86.582, nan
mlpnorm,85.441, nan,85.627, nan
mlpnorm,88.281, nan,88.222, nan
mlpnorm,87.090, nan,87.068, nan
mlpnorm,86.211, nan,86.381, nan
mlpnorm,88.238, nan,88.190, nan
mlpnorm,86.293, nan,86.448, nan
mlpnorm,87.335, nan,87.316, nan
mlpnorm,88.460, nan,88.530, nan
mlpnorm,87.919, nan,87.880, nan
mlpnorm,86.719, nan,86.761, nan
mlpnorm,88.143, nan,88.111, nan
mlpnorm,87.953, nan,88.088, nan
mlpnorm,87.757, nan,87.905, nan
mlpnorm,88.006, nan,88.079, nan
mlpnorm,87.570, nan,87.629, nan
mlpnorm,87.678, nan,87.975, nan
mlpnorm,88.504, nan,88.508, nan
mlpnorm,87.329, nan,87.418, nan
mlpnorm,87.432, nan,87.433, nan
mlpnorm,88.430, nan,88.405, nan
mlpnorm,86.623, nan,86.682, nan
mlpnorm,86.442, nan,86.638, nan
mlpnorm,87.656, nan,87.692, nan
mlpnorm,87.319, nan,87.511, nan
mlpnorm,86.914, nan,86.901, nan
mlpnorm,87.994, nan,88.038, nan
mlpnorm,87.284, nan,87.506, nan
mlpnorm,88.044, nan,88.068, nan
mlpnorm,88.338, nan,88.265, nan
mlpnorm,87.259, nan,87.501, nan
mlpnorm,86.483, nan,86.628, nan
mlpnorm,88.588, nan,88.562, nan
mlpnorm,87.081, nan,87.254, nan
mlpnorm,86.019, nan,86.169, nan
mlpnorm,88.381, nan,88.340, nan
mlpnorm,86.291, nan,86.417, nan
mlpnorm,87.587, nan,87.641, nan
mlpnorm,87.997, nan,87.982, nan
mlpnorm,87.350, nan,87.549, nan
mlpnorm,87.479, nan,87.551, nan
mlpnorm,88.315, nan,88.307, nan
mlpnorm,87.650, nan,87.725, nan
mlpnorm,87.706, nan,87.927, nan
mlpnorm,88.496, nan,88.521, nan
mlpnorm,87.690, nan,87.717, nan
mlpnorm,87.217, nan,87.425, nan
mlpnorm,86.389, nan,86.401, nan
mlpnorm,86.504, nan,86.700, nan
mlpnorm,86.596, nan,86.806, nan
mlpnorm,88.194, nan,88.106, nan
mlpnorm,86.711, nan,86.752, nan
mlpnorm,85.215, nan,85.454, nan
mlpnorm,87.726, nan,87.703, nan
mlpnorm,86.349, nan,86.541, nan
mlpnorm,86.456, nan,86.625, nan
mlpnorm,87.996, nan,87.963, nan
mlpnorm,87.051, nan,87.063, nan
mlpnorm,86.286, nan,86.354, nan
mlpnorm,88.284, nan,88.230, nan
mlpnorm,86.892, nan,86.965, nan
mlpnorm,86.356, nan,86.450, nan
mlpnorm,86.767, nan,86.720, nan
mlpnorm,86.377, nan,86.459, nan
mlpnorm,86.567, nan,86.649, nan
mlpnorm,87.035, nan,87.048, nan
mlpnorm,87.145, nan,87.140, nan
mlpnorm,88.305, nan,88.226, nan
mlpnorm,88.080, nan,88.131, nan
mlpnorm,87.320, nan,87.400, nan
mlpnorm,86.675, nan,86.805, nan
mlpnorm,88.375, nan,88.339, nan
mlpnorm,86.828, nan,86.855, nan
mlpnorm,86.627, nan,86.758, nan
mlpnorm,88.339, nan,88.323, nan
mlpnorm,86.915, nan,86.933, nan
mlpnorm,87.225, nan,87.255, nan
mlpnorm,87.249, nan,87.274, nan
mlpnorm,86.327, nan,86.489, nan
mlpnorm,84.946, nan,84.969, nan
mlpnorm,88.227, nan,88.202, nan
mlpnorm,86.825, nan,86.859, nan
mlpnorm,86.999, nan,87.002, nan
mlpnorm,87.928, nan,87.906, nan
mlpnorm,87.316, nan,87.416, nan
mlpnorm,85.164, nan,85.436, nan
mlpnorm,85.886, nan,85.877, nan
mlpnorm,86.817, nan,86.964, nan
mlpnorm,88.112, nan,88.164, nan
mlpnorm,88.377, nan,88.371, nan
mlpnorm,86.298, nan,86.485, nan
mlpnorm,86.680, nan,86.730, nan
mlpnorm,88.043, nan,88.103, nan
mlpnorm,87.371, nan,87.421, nan
mlpnorm,87.683, nan,87.785, nan
mlpnorm,88.438, nan,88.408, nan
mlpnorm,87.726, nan,87.809, nan
mlpnorm,86.865, nan,86.820, nan
mlpnorm,86.527, nan,86.510, nan
mlpnorm,87.173, nan,87.122, nan
mlpnorm,88.128, nan,88.232, nan
mlpnorm,88.161, nan,88.147, nan
mlpnorm,86.670, nan,86.837, nan
mlpnorm,86.238, nan,86.287, nan
mlpnorm,87.726, nan,87.661, nan
mlpnorm,86.144, nan,86.269, nan
